t_s,num_ghosts,phase,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m
78.843,3,attack,0.0000,-0.8269,-0.0196,-0.0000,0.0000,-0.0130,0.8269,0.0000,1.1434,-0.0159,-0.0000,2.0000,-0.0130,0.8566
78.943,3,attack,0.0000,-0.8831,0.0032,-0.0000,0.0000,-0.0130,0.8833,0.0000,1.1366,-0.0058,-0.0000,2.0000,-0.0130,0.8635
79.044,3,attack,0.0000,-0.9419,0.0115,-0.0000,0.0000,-0.0130,0.9422,0.0000,1.0889,0.0102,-0.0000,2.0000,-0.0130,0.9114
79.143,3,attack,0.0000,-0.9701,-0.0162,-0.0000,0.0000,-0.0130,0.9701,0.0000,1.0820,-0.0044,-0.0000,2.0000,-0.0130,0.9181
79.243,3,attack,0.0000,-0.9345,0.0145,-0.0000,0.0000,-0.0130,0.9349,0.0000,1.0073,-0.0164,-0.0000,2.0000,-0.0130,0.9927
79.344,3,attack,0.0000,-1.0262,-0.0048,-0.0000,0.0000,-0.0130,1.0263,0.0000,0.9882,-0.0171,-0.0000,2.0000,-0.0130,1.0118
79.443,3,attack,0.0000,-0.9942,-0.0026,-0.0000,0.0000,-0.0130,0.9942,0.0000,0.9064,-0.0098,-0.0000,2.0000,-0.0130,1.0936
79.544,3,attack,0.0000,-1.0163,-0.0097,-0.0000,0.0000,-0.0130,1.0163,0.0000,0.9765,-0.0131,-0.0000,2.0000,-0.0130,1.0235
79.643,3,attack,0.0000,-1.0087,-0.0288,-0.0000,0.0000,-0.0130,1.0088,0.0000,1.0089,-0.0157,-0.0000,2.0000,-0.0130,0.9911
79.743,3,attack,0.0000,-0.9606,-0.0221,-0.0000,0.0000,-0.0130,0.9607,0.0000,1.0176,-0.0317,-0.0000,2.0000,-0.0130,0.9825
79.843,3,attack,0.0000,-0.9701,-0.0236,-0.0000,0.0000,-0.0130,0.9701,0.0000,1.0427,-0.0296,-0.0000,2.0000,-0.0130,0.9574
79.943,3,attack,0.0000,-0.9795,-0.0277,-0.0000,0.0000,-0.0130,0.9797,0.0000,1.0576,-0.0259,-0.0000,2.0000,-0.0130,0.9425
80.044,3,attack,0.0000,-1.0624,-0.0424,-0.0000,0.0000,-0.0130,1.0628,0.0000,1.0378,-0.0367,-0.0000,2.0000,-0.0130,0.9625
80.143,3,attack,0.0000,-1.0273,-0.0574,-0.0000,0.0000,-0.0130,1.0283,0.0000,0.9136,-0.0523,-0.0000,2.0000,-0.0130,1.0872
80.243,3,attack,0.0000,-1.0555,-0.0700,-0.0000,0.0000,-0.0130,1.0570,0.0000,0.9997,-0.0663,-0.0000,2.0000,-0.0130,1.0018
80.343,3,attack,0.0000,-1.0080,-0.0806,-0.0000,0.0000,-0.0130,1.0102,0.0000,0.9125,-0.0709,-0.0000,2.0000,-0.0130,1.0891
80.443,3,attack,0.0000,-1.0757,-0.0614,-0.0000,0.0000,-0.0130,1.0768,0.0000,0.9785,-0.0687,-0.0000,2.0000,-0.0130,1.0230
80.545,3,attack,0.0000,-1.0002,-0.0513,-0.0000,0.0000,-0.0130,1.0010,0.0000,1.0072,-0.0583,-0.0000,2.0000,-0.0130,0.9938
80.643,3,attack,0.0000,-0.9886,-0.0660,-0.0000,0.0000,-0.0130,0.9900,0.0000,1.0273,-0.0685,-0.0000,2.0000,-0.0130,0.9743
80.743,3,attack,0.0000,-0.9637,-0.0596,-0.0000,0.0000,-0.0130,0.9649,0.0000,1.0113,-0.0549,-0.0000,2.0000,-0.0130,0.9895
80.843,3,attack,0.0000,-0.9259,-0.0544,-0.0000,0.0000,-0.0130,0.9268,0.0000,1.0922,-0.0622,-0.0000,2.0000,-0.0130,0.9091
80.943,3,attack,0.0000,-0.9529,-0.0557,-0.0000,0.0000,-0.0130,0.9538,0.0000,1.0240,-0.0551,-0.0000,2.0000,-0.0130,0.9769
81.044,3,attack,0.0000,-1.0268,-0.0700,-0.0000,0.0000,-0.0130,1.0283,0.0000,0.9361,-0.0559,-0.0000,2.0000,-0.0130,1.0648
81.143,3,attack,0.0000,-1.0669,-0.0737,-0.0000,0.0000,-0.0130,1.0686,0.0000,0.9723,-0.0557,-0.0000,2.0000,-0.0130,1.0285
81.243,3,attack,0.0000,-1.0807,-0.0833,-0.0000,0.0000,-0.0130,1.0830,0.0000,0.9286,-0.0638,-0.0000,2.0000,-0.0130,1.0726
81.343,3,attack,0.0000,-1.0842,-0.0780,-0.0000,0.0000,-0.0130,1.0861,0.0000,0.9023,-0.0914,-0.0000,2.0000,-0.0130,1.1005
81.443,3,attack,0.0000,-1.0925,-0.0666,-0.0000,0.0000,-0.0130,1.0938,0.0000,0.8951,-0.0531,-0.0000,2.0000,-0.0130,1.1056
81.544,3,attack,0.0000,-1.1329,-0.0583,-0.0000,0.0000,-0.0130,1.1338,0.0000,0.8993,-0.0792,-0.0000,2.0000,-0.0130,1.1027
81.649,3,attack,0.0000,-1.1329,-0.0583,-0.0000,0.0000,-0.0130,1.1338,0.0000,0.8980,-0.0750,-0.0000,2.0000,-0.0130,1.1038
81.743,3,attack,0.0000,-1.1647,-0.0542,-0.0000,0.0000,-0.0130,1.1655,0.0000,0.8463,-0.0520,-0.0000,2.0000,-0.0130,1.1543
81.843,3,attack,0.0000,-1.1395,-0.0511,-0.0000,0.0000,-0.0130,1.1402,0.0000,0.8420,-0.0478,-0.0000,2.0000,-0.0130,1.1585
81.943,3,attack,0.0000,-1.2163,-0.0338,-0.0000,0.0000,-0.0130,1.2165,0.0000,0.8422,-0.0461,-0.0000,2.0000,-0.0130,1.1583
82.044,3,attack,0.0000,-1.2111,-0.0299,-0.0000,0.0000,-0.0130,1.2112,0.0000,0.8166,-0.0175,-0.0000,2.0000,-0.0130,1.1834
82.143,3,attack,0.0000,-1.1564,-0.0077,-0.0000,0.0000,-0.0130,1.1564,0.0000,0.7692,-0.0165,-0.0000,2.0000,-0.0130,1.2308
82.243,3,attack,0.0000,-1.2500,-0.0143,-0.0000,0.0000,-0.0130,1.2500,0.0000,0.7968,-0.0158,-0.0000,2.0000,-0.0130,1.2032
82.343,3,attack,0.0000,-1.2084,-0.0044,-0.0000,0.0000,-0.0130,1.2085,0.0000,0.8185,0.0022,-0.0000,2.0000,-0.0130,1.1816
82.443,3,attack,0.0000,-1.2032,-0.0261,-0.0000,0.0000,-0.0130,1.2033,0.0000,0.7860,-0.0232,-0.0000,2.0000,-0.0130,1.2140
82.544,3,attack,0.0000,-1.1694,-0.0078,-0.0000,0.0000,-0.0130,1.1694,0.0000,0.8642,-0.0313,-0.0000,2.0000,-0.0130,1.1359
82.643,3,attack,0.0000,-1.1626,-0.0366,-0.0000,0.0000,-0.0130,1.1629,0.0000,0.8514,-0.0411,-0.0000,2.0000,-0.0130,1.1490
82.743,3,attack,0.0000,-1.1014,-0.0383,-0.0000,0.0000,-0.0130,1.1017,0.0000,0.9256,-0.0146,-0.0000,2.0000,-0.0130,1.0745
82.843,3,attack,0.0000,-1.0206,-0.0073,-0.0000,0.0000,-0.0130,1.0206,0.0000,0.9480,-0.0263,-0.0000,2.0000,-0.0130,1.0521
82.943,3,attack,0.0000,-1.1019,-0.0086,-0.0000,0.0000,-0.0130,1.1019,0.0000,0.9689,-0.0130,-0.0000,2.0000,-0.0130,1.0311
83.044,3,attack,0.0000,-1.0116,-0.0159,-0.0000,0.0000,-0.0130,1.0116,0.0000,0.9736,-0.0189,-0.0000,2.0000,-0.0130,1.0264
83.143,3,attack,0.0000,-0.9964,-0.0255,-0.0000,0.0000,-0.0130,0.9965,0.0000,1.0481,-0.0230,-0.0000,2.0000,-0.0130,0.9520
83.243,3,attack,0.0000,-1.0425,-0.0266,-0.0000,0.0000,-0.0130,1.0426,0.0000,0.9324,-0.0213,-0.0000,2.0000,-0.0130,1.0676
83.343,3,attack,0.0000,-1.0095,-0.0212,-0.0000,0.0000,-0.0130,1.0095,0.0000,0.9876,-0.0324,-0.0000,2.0000,-0.0130,1.0126
83.443,3,attack,0.0000,-1.0518,-0.0274,-0.0000,0.0000,-0.0130,1.0519,0.0000,0.9670,-0.0246,-0.0000,2.0000,-0.0130,1.0330
83.544,3,attack,0.0000,-1.1009,-0.0133,-0.0000,0.0000,-0.0130,1.1009,0.0000,0.9211,-0.0231,-0.0000,2.0000,-0.0130,1.0789
83.643,3,attack,0.0000,-1.1339,-0.0278,-0.0000,0.0000,-0.0130,1.1340,0.0000,0.8765,-0.0108,-0.0000,2.0000,-0.0130,1.1235
83.743,3,attack,0.0000,-1.1635,-0.0280,-0.0000,0.0000,-0.0130,1.1636,0.0000,0.8817,-0.0342,-0.0000,2.0000,-0.0130,1.1185
83.843,3,attack,0.0000,-1.1406,-0.0318,-0.0000,0.0000,-0.0130,1.1408,0.0000,0.9054,-0.0249,-0.0000,2.0000,-0.0130,1.0946
83.943,3,attack,0.0000,-1.1110,-0.0186,-0.0000,0.0000,-0.0130,1.1110,0.0000,0.7886,-0.0400,-0.0000,2.0000,-0.0130,1.2117
84.044,3,attack,0.0000,-1.1065,-0.0195,-0.0000,0.0000,-0.0130,1.1065,0.0000,0.9122,-0.0123,-0.0000,2.0000,-0.0130,1.0878
84.143,3,attack,0.0000,-0.9853,-0.0218,-0.0000,0.0000,-0.0130,0.9854,0.0000,0.8987,-0.0276,-0.0000,2.0000,-0.0130,1.1014
84.244,3,attack,0.0000,-1.0298,0.0054,-0.0000,0.0000,-0.0130,1.0300,0.0000,0.9742,-0.0062,-0.0000,2.0000,-0.0130,1.0258
84.343,3,attack,0.0000,-1.0175,0.0157,-0.0000,0.0000,-0.0130,1.0179,0.0000,1.0231,0.0135,-0.0000,2.0000,-0.0130,0.9773
84.443,3,attack,0.0000,-1.0102,0.0145,-0.0000,0.0000,-0.0130,1.0106,0.0000,0.9733,0.0153,-0.0000,2.0000,-0.0130,1.0271
84.544,3,attack,0.0000,-1.0301,0.0088,-0.0000,0.0000,-0.0130,1.0303,0.0000,0.9760,0.0173,-0.0000,2.0000,-0.0130,1.0245
84.643,3,attack,0.0000,-1.0426,0.0181,-0.0000,0.0000,-0.0130,1.0431,0.0000,1.0084,0.0084,-0.0000,2.0000,-0.0130,0.9918
84.745,3,attack,0.0000,-1.0489,0.0044,-0.0000,0.0000,-0.0130,1.0491,0.0000,0.9505,0.0047,-0.0000,2.0000,-0.0130,1.0496
84.843,3,attack,0.0000,-1.0704,-0.0057,-0.0000,0.0000,-0.0130,1.0704,0.0000,0.9149,-0.0091,-0.0000,2.0000,-0.0130,1.0851
84.943,3,attack,0.0000,-1.1610,-0.0053,-0.0000,0.0000,-0.0130,1.1610,0.0000,0.9385,0.0013,-0.0000,2.0000,-0.0130,1.0616
85.044,3,attack,0.0000,-1.1725,0.0096,-0.0000,0.0000,-0.0130,1.1727,0.0000,0.8104,0.0074,-0.0000,2.0000,-0.0130,1.1898
85.143,3,attack,0.0000,-1.1845,0.0014,-0.0000,0.0000,-0.0130,1.1846,0.0000,0.8172,0.0047,-0.0000,2.0000,-0.0130,1.1829
85.243,3,attack,0.0000,-1.1581,0.0188,-0.0000,0.0000,-0.0130,1.1586,0.0000,0.8175,0.0181,-0.0000,2.0000,-0.0130,1.1829
85.343,3,attack,0.0000,-1.2700,0.0075,-0.0000,0.0000,-0.0130,1.2702,0.0000,0.8103,0.0068,-0.0000,2.0000,-0.0130,1.1899
85.444,3,attack,0.0000,-1.2670,-0.0113,-0.0000,0.0000,-0.0130,1.2670,0.0000,0.8028,0.0020,-0.0000,2.0000,-0.0130,1.1973
85.545,3,attack,0.0000,-1.3188,0.0172,-0.0000,0.0000,-0.0130,1.3191,0.0000,0.7532,-0.0028,-0.0000,2.0000,-0.0130,1.2468
85.643,3,attack,0.0000,-1.2898,0.0025,-0.0000,0.0000,-0.0130,1.2899,0.0000,0.6967,0.0243,-0.0000,2.0000,-0.0130,1.3038
85.743,3,attack,0.0000,-1.3992,-0.0018,-0.0000,0.0000,-0.0130,1.3993,0.0000,0.6133,-0.0010,-0.0000,2.0000,-0.0130,1.3867
85.843,3,attack,0.0000,-1.3270,0.0071,-0.0000,0.0000,-0.0130,1.3272,0.0000,0.6175,0.0040,-0.0000,2.0000,-0.0130,1.3826
85.943,3,attack,0.0000,-1.3819,-0.0018,-0.0000,0.0000,-0.0130,1.3819,0.0000,0.6147,-0.0150,-0.0000,2.0000,-0.0130,1.3853
86.044,3,attack,0.0000,-1.4550,-0.0121,-0.0000,0.0000,-0.0130,1.4550,0.0000,0.5825,0.0002,-0.0000,2.0000,-0.0130,1.4176
86.143,3,attack,0.0000,-1.4415,-0.0186,-0.0000,0.0000,-0.0130,1.4415,0.0000,0.5558,-0.0087,-0.0000,2.0000,-0.0130,1.4442
86.243,3,attack,0.0000,-1.4392,-0.0128,-0.0000,0.0000,-0.0130,1.4392,0.0000,0.5735,-0.0193,-0.0000,2.0000,-0.0130,1.4266
86.343,3,attack,0.0000,-1.5499,-0.0293,-0.0000,0.0000,-0.0130,1.5500,0.0000,0.4582,-0.0349,-0.0000,2.0000,-0.0130,1.5419
86.444,3,attack,0.0000,-1.5921,-0.0031,-0.0000,0.0000,-0.0130,1.5921,0.0000,0.4360,-0.0305,-0.0000,2.0000,-0.0130,1.5641
86.544,3,attack,0.0000,-1.6314,-0.0094,-0.0000,0.0000,-0.0130,1.6314,0.0000,0.3429,-0.0053,-0.0000,2.0000,-0.0130,1.6572
86.644,3,attack,0.0000,-1.6229,-0.0060,-0.0000,0.0000,-0.0130,1.6229,0.0000,0.3694,-0.0193,-0.0000,2.0000,-0.0130,1.6306
86.743,3,attack,0.0000,-1.6519,0.0044,-0.0000,0.0000,-0.0130,1.6520,0.0000,0.4246,0.0012,-0.0000,2.0000,-0.0130,1.5755
86.843,3,attack,0.0000,-1.5787,0.0048,-0.0000,0.0000,-0.0130,1.5788,0.0000,0.3751,0.0034,-0.0000,2.0000,-0.0130,1.6250
86.943,3,attack,0.0000,-1.5156,0.0171,-0.0000,0.0000,-0.0130,1.5159,0.0000,0.4597,0.0139,-0.0000,2.0000,-0.0130,1.5405
87.044,3,attack,0.0000,-1.4890,0.0067,-0.0000,0.0000,-0.0130,1.4891,0.0000,0.4979,-0.0026,-0.0000,2.0000,-0.0130,1.5021
87.143,3,attack,0.0000,-1.4821,0.0056,-0.0000,0.0000,-0.0130,1.4822,0.0000,0.5552,0.0053,-0.0000,2.0000,-0.0130,1.4449
87.243,3,attack,0.0000,-1.4878,0.0009,-0.0000,0.0000,-0.0130,1.4879,0.0000,0.5223,0.0189,-0.0000,2.0000,-0.0130,1.4781
87.343,3,attack,0.0000,-1.4652,0.0078,-0.0000,0.0000,-0.0130,1.4654,0.0000,0.5526,0.0183,-0.0000,2.0000,-0.0130,1.4477
87.443,3,attack,0.0000,-1.4107,0.0012,-0.0000,0.0000,-0.0130,1.4108,0.0000,0.5527,0.0107,-0.0000,2.0000,-0.0130,1.4475
87.544,3,attack,0.0000,-1.4872,0.0068,-0.0000,0.0000,-0.0130,1.4874,0.0000,0.5500,0.0013,-0.0000,2.0000,-0.0130,1.4501
87.643,3,attack,0.0000,-1.4929,0.0130,-0.0000,0.0000,-0.0130,1.4931,0.0000,0.5168,0.0023,-0.0000,2.0000,-0.0130,1.4833
87.743,3,attack,0.0000,-1.4497,0.0062,-0.0000,0.0000,-0.0130,1.4498,0.0000,0.4671,0.0077,-0.0000,2.0000,-0.0130,1.5330
87.843,3,attack,0.0000,-1.4604,0.0300,-0.0000,0.0000,-0.0130,1.4611,0.0000,0.5721,0.0114,-0.0000,2.0000,-0.0130,1.4281
87.943,3,attack,0.0000,-1.5448,0.0245,-0.0000,0.0000,-0.0130,1.5453,0.0000,0.5080,0.0351,-0.0000,2.0000,-0.0130,1.4928
88.044,3,attack,0.0000,-1.4826,0.0177,-0.0000,0.0000,-0.0130,1.4829,0.0000,0.5606,0.0148,-0.0000,2.0000,-0.0130,1.4397
88.144,3,attack,0.0000,-1.4286,0.0340,-0.0000,0.0000,-0.0130,1.4294,0.0000,0.6242,0.0089,-0.0000,2.0000,-0.0130,1.3760
88.243,3,attack,0.0000,-1.5027,0.0431,-0.0000,0.0000,-0.0130,1.5038,0.0000,0.5650,0.0395,-0.0000,2.0000,-0.0130,1.4360
88.344,3,attack,0.0000,-1.4560,0.0408,-0.0000,0.0000,-0.0130,1.4570,0.0000,0.5514,0.0561,-0.0000,2.0000,-0.0130,1.4502
88.443,3,attack,0.0000,-1.4136,0.0347,-0.0000,0.0000,-0.0130,1.4144,0.0000,0.5487,0.0374,-0.0000,2.0000,-0.0130,1.4522
88.544,3,attack,0.0000,-1.3907,0.0350,-0.0000,0.0000,-0.0130,1.3915,0.0000,0.6143,0.0423,-0.0000,2.0000,-0.0130,1.3868
88.643,3,attack,0.0000,-1.2898,0.0458,-0.0000,0.0000,-0.0130,1.2911,0.0000,0.6186,0.0345,-0.0000,2.0000,-0.0130,1.3822
88.743,3,attack,0.0000,-1.3603,0.0447,-0.0000,0.0000,-0.0130,1.3616,0.0000,0.6710,0.0544,-0.0000,2.0000,-0.0130,1.3307
88.843,3,attack,0.0000,-1.3772,0.0483,-0.0000,0.0000,-0.0130,1.3786,0.0000,0.6979,0.0380,-0.0000,2.0000,-0.0130,1.3031
88.943,3,attack,0.0000,-1.3647,0.0342,-0.0000,0.0000,-0.0130,1.3655,0.0000,0.5564,0.0197,-0.0000,2.0000,-0.0130,1.4440
89.044,3,attack,0.0000,-1.4263,0.0207,-0.0000,0.0000,-0.0130,1.4267,0.0000,0.6352,0.0337,-0.0000,2.0000,-0.0130,1.3656
89.143,3,attack,0.0000,-1.3875,0.0111,-0.0000,0.0000,-0.0130,1.3877,0.0000,0.6166,0.0155,-0.0000,2.0000,-0.0130,1.3837
89.243,3,attack,0.0000,-1.4338,-0.0014,-0.0000,0.0000,-0.0130,1.4339,0.0000,0.5726,0.0012,-0.0000,2.0000,-0.0130,1.4274
89.343,3,attack,0.0000,-1.4294,0.0038,-0.0000,0.0000,-0.0130,1.4295,0.0000,0.5694,0.0066,-0.0000,2.0000,-0.0130,1.4308
89.444,3,attack,0.0000,-1.4294,0.0131,-0.0000,0.0000,-0.0130,1.4296,0.0000,0.4978,0.0181,-0.0000,2.0000,-0.0130,1.5025
89.544,3,attack,0.0000,-1.3941,0.0315,-0.0000,0.0000,-0.0130,1.3948,0.0000,0.5591,0.0123,-0.0000,2.0000,-0.0130,1.4411
89.643,3,attack,0.0000,-1.3430,0.0251,-0.0000,0.0000,-0.0130,1.3435,0.0000,0.6338,0.0273,-0.0000,2.0000,-0.0130,1.3668
89.744,3,attack,0.0000,-1.3135,0.0140,-0.0000,0.0000,-0.0130,1.3138,0.0000,0.6938,0.0101,-0.0000,2.0000,-0.0130,1.3064
89.843,3,attack,0.0000,-1.2945,0.0029,-0.0000,0.0000,-0.0130,1.2946,0.0000,0.7067,0.0243,-0.0000,2.0000,-0.0130,1.2938
89.944,3,attack,0.0000,-1.3586,0.0326,-0.0000,0.0000,-0.0130,1.3593,0.0000,0.6656,0.0034,-0.0000,2.0000,-0.0130,1.3345
