t_s,num_ghosts,phase,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m,px4_4_est_x,px4_4_est_y,px4_4_est_z,px4_4_gt_x,px4_4_gt_y,px4_4_gt_z,px4_4_error_m
54.563,3,attack,-0.0000,0.0943,-0.4165,-0.0000,0.0000,-0.0130,0.4143,-0.0000,2.1199,-0.4322,-0.0000,2.0000,-0.0130,0.4360,-0.0000,3.1143,-0.4007,-0.0000,3.0000,-0.0130,0.4042
54.663,3,attack,-0.0000,0.0697,-0.4315,-0.0000,0.0000,-0.0130,0.4243,-0.0000,2.0804,-0.4135,-0.0000,2.0000,-0.0130,0.4085,-0.0000,3.0869,-0.4323,-0.0000,3.0000,-0.0130,0.4282
54.768,3,attack,-0.0000,0.0837,-0.4498,-0.0000,0.0000,-0.0130,0.4447,-0.0000,2.0929,-0.4372,-0.0000,2.0000,-0.0130,0.4343,-0.0000,3.0726,-0.4255,-0.0000,3.0000,-0.0130,0.4189
54.863,3,attack,-0.0000,0.0646,-0.4291,-0.0000,0.0000,-0.0130,0.4211,-0.0000,2.0964,-0.4249,-0.0000,2.0000,-0.0130,0.4230,-0.0000,3.0620,-0.4354,-0.0000,3.0000,-0.0130,0.4269
54.965,3,attack,-0.0000,0.0641,-0.4301,-0.0000,0.0000,-0.0130,0.4220,-0.0000,2.0986,-0.4229,-0.0000,2.0000,-0.0130,0.4216,-0.0000,3.0808,-0.4294,-0.0000,3.0000,-0.0130,0.4241
55.064,3,attack,-0.0000,0.0781,-0.4381,-0.0000,0.0000,-0.0130,0.4322,-0.0000,2.1037,-0.4317,-0.0000,2.0000,-0.0130,0.4313,-0.0000,3.0588,-0.4176,-0.0000,3.0000,-0.0130,0.4089
55.164,3,attack,-0.0000,0.1016,-0.4184,-0.0000,0.0000,-0.0130,0.4180,-0.0000,2.0971,-0.4201,-0.0000,2.0000,-0.0130,0.4185,-0.0000,3.0672,-0.4308,-0.0000,3.0000,-0.0130,0.4232
55.264,3,attack,-0.0000,0.0870,-0.4384,-0.0000,0.0000,-0.0130,0.4342,-0.0000,2.0750,-0.4310,-0.0000,2.0000,-0.0130,0.4247,-0.0000,3.0950,-0.4345,-0.0000,3.0000,-0.0130,0.4321
55.368,3,attack,-0.0000,0.0463,-0.4426,-0.0000,0.0000,-0.0130,0.4321,-0.0000,1.9921,-0.4191,-0.0000,2.0000,-0.0130,0.4062,-0.0000,2.9739,-0.4305,-0.0000,3.0000,-0.0130,0.4183
55.463,3,attack,-0.0000,0.0289,-0.4274,-0.0000,0.0000,-0.0130,0.4154,-0.0000,1.9849,-0.4181,-0.0000,2.0000,-0.0130,0.4054,-0.0000,3.0339,-0.4321,-0.0000,3.0000,-0.0130,0.4204
55.567,3,attack,-0.0000,-0.0315,-0.4272,-0.0000,0.0000,-0.0130,0.4154,-0.0000,1.9573,-0.4335,-0.0000,2.0000,-0.0130,0.4226,-0.0000,2.9206,-0.4288,-0.0000,3.0000,-0.0130,0.4233
55.663,3,attack,-0.0000,-0.0522,-0.4216,-0.0000,0.0000,-0.0130,0.4119,-0.0000,1.9921,-0.4203,-0.0000,2.0000,-0.0130,0.4073,-0.0000,2.9474,-0.4140,-0.0000,3.0000,-0.0130,0.4045
55.763,3,attack,-0.0000,-0.0517,-0.4260,-0.0000,0.0000,-0.0130,0.4163,-0.0000,1.9390,-0.4291,-0.0000,2.0000,-0.0130,0.4205,-0.0000,2.9681,-0.4352,-0.0000,3.0000,-0.0130,0.4234
55.867,3,attack,-0.0000,-0.0512,-0.4270,-0.0000,0.0000,-0.0130,0.4171,-0.0000,1.9877,-0.4320,-0.0000,2.0000,-0.0130,0.4192,-0.0000,2.9603,-0.4355,-0.0000,3.0000,-0.0130,0.4243
55.963,3,attack,-0.0000,-0.0307,-0.4336,-0.0000,0.0000,-0.0130,0.4217,-0.0000,2.0001,-0.4174,-0.0000,2.0000,-0.0130,0.4044,-0.0000,2.9875,-0.4286,-0.0000,3.0000,-0.0130,0.4158
56.076,3,attack,-0.0000,-0.0096,-0.4046,-0.0000,0.0000,-0.0130,0.3917,-0.0000,2.0053,-0.4220,-0.0000,2.0000,-0.0130,0.4090,-0.0000,2.9929,-0.4208,-0.0000,3.0000,-0.0130,0.4079
56.163,3,attack,-0.0000,-0.0352,-0.4104,-0.0000,0.0000,-0.0130,0.3990,-0.0000,1.9626,-0.4280,-0.0000,2.0000,-0.0130,0.4167,-0.0000,2.9364,-0.4233,-0.0000,3.0000,-0.0130,0.4152
56.264,3,attack,-0.0000,-0.0204,-0.3942,-0.0000,0.0000,-0.0130,0.3817,-0.0000,1.9529,-0.4099,-0.0000,2.0000,-0.0130,0.3997,-0.0000,2.9354,-0.3996,-0.0000,3.0000,-0.0130,0.3919
56.363,3,attack,-0.0000,-0.0633,-0.3769,-0.0000,0.0000,-0.0130,0.3693,-0.0000,1.9870,-0.3958,-0.0000,2.0000,-0.0130,0.3831,-0.0000,2.9398,-0.3896,-0.0000,3.0000,-0.0130,0.3814
56.462,3,attack,-0.0000,-0.0420,-0.3825,-0.0000,0.0000,-0.0130,0.3719,-0.0000,1.9270,-0.3934,-0.0000,2.0000,-0.0130,0.3874,-0.0000,2.9296,-0.3890,-0.0000,3.0000,-0.0130,0.3826
56.563,3,attack,-0.0000,-0.0445,-0.4048,-0.0000,0.0000,-0.0130,0.3943,-0.0000,1.9669,-0.3983,-0.0000,2.0000,-0.0130,0.3867,-0.0000,2.9556,-0.4083,-0.0000,3.0000,-0.0130,0.3978
56.664,3,attack,-0.0000,-0.0243,-0.4053,-0.0000,0.0000,-0.0130,0.3930,-0.0000,1.9803,-0.4074,-0.0000,2.0000,-0.0130,0.3949,-0.0000,2.9991,-0.3994,-0.0000,3.0000,-0.0130,0.3864
56.764,3,attack,-0.0000,0.0384,-0.4318,-0.0000,0.0000,-0.0130,0.4205,-0.0000,1.9789,-0.4117,-0.0000,2.0000,-0.0130,0.3993,-0.0000,3.0088,-0.4007,-0.0000,3.0000,-0.0130,0.3878
56.863,3,attack,-0.0000,0.0243,-0.3945,-0.0000,0.0000,-0.0130,0.3823,-0.0000,2.0328,-0.4040,-0.0000,2.0000,-0.0130,0.3924,-0.0000,3.0687,-0.4008,-0.0000,3.0000,-0.0130,0.3939
56.965,3,attack,-0.0000,0.0425,-0.4148,-0.0000,0.0000,-0.0130,0.4040,-0.0000,2.0079,-0.4016,-0.0000,2.0000,-0.0130,0.3887,-0.0000,3.0317,-0.3917,-0.0000,3.0000,-0.0130,0.3800
57.075,3,attack,-0.0000,0.0514,-0.4204,-0.0000,0.0000,-0.0130,0.4106,-0.0000,2.0297,-0.4021,-0.0000,2.0000,-0.0130,0.3902,-0.0000,3.0357,-0.3943,-0.0000,3.0000,-0.0130,0.3830
57.164,3,attack,-0.0000,0.1000,-0.4069,-0.0000,0.0000,-0.0130,0.4064,-0.0000,2.0414,-0.4127,-0.0000,2.0000,-0.0130,0.4018,-0.0000,3.0697,-0.4063,-0.0000,3.0000,-0.0130,0.3995
57.264,3,attack,-0.0000,0.0429,-0.4370,-0.0000,0.0000,-0.0130,0.4261,-0.0000,2.0416,-0.4248,-0.0000,2.0000,-0.0130,0.4139,-0.0000,3.0482,-0.4219,-0.0000,3.0000,-0.0130,0.4117
57.363,3,attack,-0.0000,0.0644,-0.4065,-0.0000,0.0000,-0.0130,0.3987,-0.0000,2.0911,-0.4169,-0.0000,2.0000,-0.0130,0.4141,-0.0000,3.0649,-0.4123,-0.0000,3.0000,-0.0130,0.4046
57.464,3,attack,-0.0000,0.1041,-0.3966,-0.0000,0.0000,-0.0130,0.3975,-0.0000,2.1099,-0.4062,-0.0000,2.0000,-0.0130,0.4082,-0.0000,3.0724,-0.4185,-0.0000,3.0000,-0.0130,0.4119
57.563,3,attack,-0.0000,0.0565,-0.4258,-0.0000,0.0000,-0.0130,0.4166,-0.0000,2.0202,-0.4092,-0.0000,2.0000,-0.0130,0.3967,-0.0000,3.0542,-0.4005,-0.0000,3.0000,-0.0130,0.3912
57.663,3,attack,-0.0000,0.0366,-0.4070,-0.0000,0.0000,-0.0130,0.3957,-0.0000,2.0564,-0.4119,-0.0000,2.0000,-0.0130,0.4028,-0.0000,3.0321,-0.4098,-0.0000,3.0000,-0.0130,0.3981
57.767,3,attack,-0.0000,0.0835,-0.3956,-0.0000,0.0000,-0.0130,0.3916,-0.0000,2.0414,-0.4040,-0.0000,2.0000,-0.0130,0.3932,-0.0000,3.0465,-0.4077,-0.0000,3.0000,-0.0130,0.3974
57.867,3,attack,-0.0000,0.0445,-0.3850,-0.0000,0.0000,-0.0130,0.3747,-0.0000,2.0308,-0.3937,-0.0000,2.0000,-0.0130,0.3820,-0.0000,3.0212,-0.3819,-0.0000,3.0000,-0.0130,0.3695
57.963,3,attack,-0.0000,0.0335,-0.3957,-0.0000,0.0000,-0.0130,0.3842,-0.0000,2.0311,-0.4031,-0.0000,2.0000,-0.0130,0.3913,-0.0000,2.9994,-0.3902,-0.0000,3.0000,-0.0130,0.3772
58.070,3,attack,-0.0000,0.0437,-0.4225,-0.0000,0.0000,-0.0130,0.4118,-0.0000,2.0681,-0.4081,-0.0000,2.0000,-0.0130,0.4009,-0.0000,3.0232,-0.4141,-0.0000,3.0000,-0.0130,0.4018
58.165,3,attack,-0.0000,0.1037,-0.4192,-0.0000,0.0000,-0.0130,0.4192,-0.0000,2.0843,-0.4174,-0.0000,2.0000,-0.0130,0.4131,-0.0000,3.0615,-0.4137,-0.0000,3.0000,-0.0130,0.4054
58.263,3,attack,-0.0000,0.1053,-0.4095,-0.0000,0.0000,-0.0130,0.4102,-0.0000,2.0580,-0.4119,-0.0000,2.0000,-0.0130,0.4031,-0.0000,3.1146,-0.4191,-0.0000,3.0000,-0.0130,0.4220
58.363,3,attack,-0.0000,0.0651,-0.4095,-0.0000,0.0000,-0.0130,0.4018,-0.0000,2.1054,-0.4128,-0.0000,2.0000,-0.0130,0.4134,-0.0000,3.1063,-0.3976,-0.0000,3.0000,-0.0130,0.3990
58.463,3,attack,-0.0000,0.0659,-0.4184,-0.0000,0.0000,-0.0130,0.4107,-0.0000,2.1161,-0.4172,-0.0000,2.0000,-0.0130,0.4206,-0.0000,3.1465,-0.4149,-0.0000,3.0000,-0.0130,0.4278
58.568,3,attack,-0.0000,0.1450,-0.4284,-0.0000,0.0000,-0.0130,0.4400,-0.0000,2.1240,-0.4249,-0.0000,2.0000,-0.0130,0.4302,-0.0000,3.1311,-0.4460,-0.0000,3.0000,-0.0130,0.4525
58.664,3,attack,-0.0000,0.0921,-0.4201,-0.0000,0.0000,-0.0130,0.4174,-0.0000,2.0778,-0.4289,-0.0000,2.0000,-0.0130,0.4231,-0.0000,3.1005,-0.4176,-0.0000,3.0000,-0.0130,0.4169
58.765,3,attack,-0.0000,0.0792,-0.4051,-0.0000,0.0000,-0.0130,0.4000,-0.0000,2.0445,-0.4084,-0.0000,2.0000,-0.0130,0.3979,-0.0000,3.0280,-0.4195,-0.0000,3.0000,-0.0130,0.4075
58.863,3,attack,-0.0000,0.0778,-0.3969,-0.0000,0.0000,-0.0130,0.3917,-0.0000,2.0316,-0.3992,-0.0000,2.0000,-0.0130,0.3875,-0.0000,3.0488,-0.4006,-0.0000,3.0000,-0.0130,0.3906
58.963,3,attack,-0.0000,0.0382,-0.3819,-0.0000,0.0000,-0.0130,0.3709,-0.0000,2.0535,-0.3879,-0.0000,2.0000,-0.0130,0.3787,-0.0000,3.0067,-0.3903,-0.0000,3.0000,-0.0130,0.3773
59.066,3,attack,-0.0000,0.0193,-0.3790,-0.0000,0.0000,-0.0130,0.3665,-0.0000,1.9998,-0.3964,-0.0000,2.0000,-0.0130,0.3834,-0.0000,3.0170,-0.4096,-0.0000,3.0000,-0.0130,0.3969
59.163,3,attack,-0.0000,0.0113,-0.3734,-0.0000,0.0000,-0.0130,0.3606,-0.0000,1.9937,-0.3863,-0.0000,2.0000,-0.0130,0.3734,-0.0000,3.0147,-0.3814,-0.0000,3.0000,-0.0130,0.3687
59.263,3,attack,-0.0000,0.0385,-0.4139,-0.0000,0.0000,-0.0130,0.4028,-0.0000,2.0159,-0.4118,-0.0000,2.0000,-0.0130,0.3991,-0.0000,2.9689,-0.3934,-0.0000,3.0000,-0.0130,0.3817
59.373,3,attack,-0.0000,-0.0089,-0.3961,-0.0000,0.0000,-0.0130,0.3832,-0.0000,2.0208,-0.4138,-0.0000,2.0000,-0.0130,0.4013,-0.0000,3.0173,-0.4126,-0.0000,3.0000,-0.0130,0.4000
59.463,3,attack,-0.0000,0.0044,-0.4068,-0.0000,0.0000,-0.0130,0.3938,-0.0000,2.0274,-0.4041,-0.0000,2.0000,-0.0130,0.3920,-0.0000,3.0397,-0.4010,-0.0000,3.0000,-0.0130,0.3900
59.564,3,attack,-0.0000,0.0116,-0.4244,-0.0000,0.0000,-0.0130,0.4115,-0.0000,2.0412,-0.4004,-0.0000,2.0000,-0.0130,0.3896,-0.0000,3.0409,-0.4111,-0.0000,3.0000,-0.0130,0.4002
59.663,3,attack,-0.0000,0.0264,-0.4261,-0.0000,0.0000,-0.0130,0.4139,-0.0000,1.9942,-0.4145,-0.0000,2.0000,-0.0130,0.4015,-0.0000,3.0314,-0.4113,-0.0000,3.0000,-0.0130,0.3996
59.769,3,attack,-0.0000,0.0379,-0.3923,-0.0000,0.0000,-0.0130,0.3812,-0.0000,2.0138,-0.3895,-0.0000,2.0000,-0.0130,0.3768,-0.0000,3.0466,-0.3846,-0.0000,3.0000,-0.0130,0.3745
59.863,3,attack,-0.0000,0.0086,-0.3894,-0.0000,0.0000,-0.0130,0.3765,-0.0000,1.9945,-0.3915,-0.0000,2.0000,-0.0130,0.3785,-0.0000,3.0212,-0.3907,-0.0000,3.0000,-0.0130,0.3783
59.963,3,attack,-0.0000,0.0091,-0.3902,-0.0000,0.0000,-0.0130,0.3773,-0.0000,2.0246,-0.3816,-0.0000,2.0000,-0.0130,0.3694,-0.0000,3.0036,-0.3879,-0.0000,3.0000,-0.0130,0.3749
60.063,3,attack,-0.0000,-0.0441,-0.3817,-0.0000,0.0000,-0.0130,0.3713,-0.0000,1.9622,-0.3864,-0.0000,2.0000,-0.0130,0.3753,-0.0000,2.9950,-0.3733,-0.0000,3.0000,-0.0130,0.3603
60.163,3,attack,-0.0000,-0.0028,-0.3888,-0.0000,0.0000,-0.0130,0.3758,-0.0000,1.9827,-0.3851,-0.0000,2.0000,-0.0130,0.3725,-0.0000,3.0047,-0.3893,-0.0000,3.0000,-0.0130,0.3763
60.264,3,attack,-0.0000,0.0024,-0.3832,-0.0000,0.0000,-0.0130,0.3702,-0.0000,1.9756,-0.4052,-0.0000,2.0000,-0.0130,0.3930,-0.0000,2.9914,-0.4020,-0.0000,3.0000,-0.0130,0.3891
60.363,3,attack,-0.0000,-0.0558,-0.3886,-0.0000,0.0000,-0.0130,0.3797,-0.0000,1.9888,-0.3820,-0.0000,2.0000,-0.0130,0.3692,-0.0000,2.9929,-0.4013,-0.0000,3.0000,-0.0130,0.3884
60.463,3,attack,-0.0000,-0.0101,-0.3902,-0.0000,0.0000,-0.0130,0.3773,-0.0000,2.0192,-0.3937,-0.0000,2.0000,-0.0130,0.3812,-0.0000,2.9650,-0.3887,-0.0000,3.0000,-0.0130,0.3774
60.565,3,attack,-0.0000,-0.0524,-0.3891,-0.0000,0.0000,-0.0130,0.3797,-0.0000,1.9357,-0.3868,-0.0000,2.0000,-0.0130,0.3793,-0.0000,2.9810,-0.3895,-0.0000,3.0000,-0.0130,0.3770
60.663,3,attack,-0.0000,-0.0583,-0.4227,-0.0000,0.0000,-0.0130,0.4138,-0.0000,1.9461,-0.4017,-0.0000,2.0000,-0.0130,0.3924,-0.0000,2.9213,-0.3940,-0.0000,3.0000,-0.0130,0.3890
60.764,3,attack,-0.0000,-0.0631,-0.4137,-0.0000,0.0000,-0.0130,0.4056,-0.0000,1.9454,-0.4356,-0.0000,2.0000,-0.0130,0.4261,-0.0000,2.9509,-0.4224,-0.0000,3.0000,-0.0130,0.4123
60.863,3,attack,-0.0000,-0.0642,-0.4197,-0.0000,0.0000,-0.0130,0.4117,-0.0000,1.9437,-0.4190,-0.0000,2.0000,-0.0130,0.4099,-0.0000,2.9786,-0.4127,-0.0000,3.0000,-0.0130,0.4003
60.963,3,attack,-0.0000,0.0155,-0.4340,-0.0000,0.0000,-0.0130,0.4213,-0.0000,2.0186,-0.4239,-0.0000,2.0000,-0.0130,0.4114,-0.0000,3.0143,-0.4296,-0.0000,3.0000,-0.0130,0.4168
61.068,3,attack,-0.0000,-0.0041,-0.4125,-0.0000,0.0000,-0.0130,0.3995,-0.0000,1.9982,-0.4006,-0.0000,2.0000,-0.0130,0.3876,-0.0000,3.0192,-0.4086,-0.0000,3.0000,-0.0130,0.3961
61.163,3,attack,-0.0000,-0.0333,-0.4035,-0.0000,0.0000,-0.0130,0.3919,-0.0000,1.9851,-0.3961,-0.0000,2.0000,-0.0130,0.3834,-0.0000,2.9583,-0.3973,-0.0000,3.0000,-0.0130,0.3865
61.262,3,attack,-0.0000,0.0095,-0.3871,-0.0000,0.0000,-0.0130,0.3742,-0.0000,1.9525,-0.3992,-0.0000,2.0000,-0.0130,0.3891,-0.0000,2.9688,-0.3873,-0.0000,3.0000,-0.0130,0.3756
61.370,3,attack,-0.0000,-0.0184,-0.3969,-0.0000,0.0000,-0.0130,0.3844,-0.0000,1.9541,-0.4015,-0.0000,2.0000,-0.0130,0.3913,-0.0000,3.0144,-0.3924,-0.0000,3.0000,-0.0130,0.3797
61.463,3,attack,-0.0000,-0.0549,-0.4005,-0.0000,0.0000,-0.0130,0.3913,-0.0000,1.9545,-0.3892,-0.0000,2.0000,-0.0130,0.3790,-0.0000,2.9454,-0.3952,-0.0000,3.0000,-0.0130,0.3860
61.564,3,attack,-0.0000,-0.0164,-0.3941,-0.0000,0.0000,-0.0130,0.3815,-0.0000,1.9571,-0.3825,-0.0000,2.0000,-0.0130,0.3720,-0.0000,2.9738,-0.3896,-0.0000,3.0000,-0.0130,0.3775
61.662,3,attack,-0.0000,-0.0561,-0.3910,-0.0000,0.0000,-0.0130,0.3821,-0.0000,1.9290,-0.3972,-0.0000,2.0000,-0.0130,0.3907,-0.0000,2.9482,-0.3864,-0.0000,3.0000,-0.0130,0.3769
61.766,3,attack,-0.0000,-0.0442,-0.3848,-0.0000,0.0000,-0.0130,0.3744,-0.0000,1.9166,-0.3856,-0.0000,2.0000,-0.0130,0.3819,-0.0000,2.9357,-0.3936,-0.0000,3.0000,-0.0130,0.3860
61.863,3,attack,-0.0000,-0.0183,-0.4080,-0.0000,0.0000,-0.0130,0.3955,-0.0000,1.9536,-0.4026,-0.0000,2.0000,-0.0130,0.3923,-0.0000,2.9499,-0.4044,-0.0000,3.0000,-0.0130,0.3946
61.963,3,attack,-0.0000,-0.0041,-0.3959,-0.0000,0.0000,-0.0130,0.3829,-0.0000,1.9972,-0.3859,-0.0000,2.0000,-0.0130,0.3729,-0.0000,2.9840,-0.3920,-0.0000,3.0000,-0.0130,0.3794
62.067,3,attack,-0.0000,-0.0267,-0.4032,-0.0000,0.0000,-0.0130,0.3911,-0.0000,1.9925,-0.3951,-0.0000,2.0000,-0.0130,0.3822,-0.0000,2.9645,-0.3970,-0.0000,3.0000,-0.0130,0.3856
62.163,3,attack,-0.0000,0.0016,-0.3996,-0.0000,0.0000,-0.0130,0.3866,-0.0000,1.9892,-0.3769,-0.0000,2.0000,-0.0130,0.3641,-0.0000,3.0091,-0.3941,-0.0000,3.0000,-0.0130,0.3812
62.263,3,attack,-0.0000,0.0062,-0.3953,-0.0000,0.0000,-0.0130,0.3824,-0.0000,2.0187,-0.3988,-0.0000,2.0000,-0.0130,0.3863,-0.0000,2.9820,-0.3815,-0.0000,3.0000,-0.0130,0.3690
62.363,3,attack,-0.0000,0.0378,-0.4071,-0.0000,0.0000,-0.0130,0.3959,-0.0000,2.0080,-0.3931,-0.0000,2.0000,-0.0130,0.3802,-0.0000,3.0064,-0.3893,-0.0000,3.0000,-0.0130,0.3763
62.463,3,attack,-0.0000,0.0010,-0.3821,-0.0000,0.0000,-0.0130,0.3691,-0.0000,1.9747,-0.3831,-0.0000,2.0000,-0.0130,0.3709,-0.0000,2.9940,-0.3861,-0.0000,3.0000,-0.0130,0.3732
62.564,3,attack,-0.0000,-0.0231,-0.4004,-0.0000,0.0000,-0.0130,0.3881,-0.0000,2.0265,-0.3830,-0.0000,2.0000,-0.0130,0.3710,-0.0000,3.0082,-0.3915,-0.0000,3.0000,-0.0130,0.3786
62.666,3,attack,-0.0000,0.0457,-0.4048,-0.0000,0.0000,-0.0130,0.3944,-0.0000,2.0410,-0.4081,-0.0000,2.0000,-0.0130,0.3972,-0.0000,3.0533,-0.3915,-0.0000,3.0000,-0.0130,0.3823
62.767,3,attack,-0.0000,0.0614,-0.3827,-0.0000,0.0000,-0.0130,0.3748,-0.0000,2.0327,-0.3934,-0.0000,2.0000,-0.0130,0.3818,-0.0000,3.0657,-0.4119,-0.0000,3.0000,-0.0130,0.4043
62.864,3,attack,-0.0000,-0.0138,-0.4078,-0.0000,0.0000,-0.0130,0.3951,-0.0000,1.9692,-0.3902,-0.0000,2.0000,-0.0130,0.3785,-0.0000,2.9812,-0.3967,-0.0000,3.0000,-0.0130,0.3842
62.963,3,attack,-0.0000,-0.0325,-0.4052,-0.0000,0.0000,-0.0130,0.3936,-0.0000,1.9765,-0.4109,-0.0000,2.0000,-0.0130,0.3986,-0.0000,2.9543,-0.4114,-0.0000,3.0000,-0.0130,0.4010
63.066,3,attack,-0.0000,-0.0579,-0.4010,-0.0000,0.0000,-0.0130,0.3923,-0.0000,1.9645,-0.4149,-0.0000,2.0000,-0.0130,0.4035,-0.0000,2.9383,-0.4097,-0.0000,3.0000,-0.0130,0.4014
63.163,3,attack,-0.0000,-0.0226,-0.4350,-0.0000,0.0000,-0.0130,0.4226,-0.0000,1.9985,-0.4380,-0.0000,2.0000,-0.0130,0.4250,-0.0000,2.9789,-0.4395,-0.0000,3.0000,-0.0130,0.4270
63.263,3,attack,-0.0000,-0.0096,-0.4520,-0.0000,0.0000,-0.0130,0.4391,-0.0000,1.9942,-0.4386,-0.0000,2.0000,-0.0130,0.4257,-0.0000,2.9931,-0.4269,-0.0000,3.0000,-0.0130,0.4140
63.366,3,attack,-0.0000,-0.0111,-0.4184,-0.0000,0.0000,-0.0130,0.4055,-0.0000,2.0439,-0.4415,-0.0000,2.0000,-0.0130,0.4308,-0.0000,3.0005,-0.4369,-0.0000,3.0000,-0.0130,0.4239
63.464,3,attack,-0.0000,0.0082,-0.4361,-0.0000,0.0000,-0.0130,0.4232,-0.0000,1.9440,-0.4315,-0.0000,2.0000,-0.0130,0.4222,-0.0000,2.9860,-0.4366,-0.0000,3.0000,-0.0130,0.4239
63.578,3,attack,-0.0000,0.0063,-0.4266,-0.0000,0.0000,-0.0130,0.4137,-0.0000,2.0370,-0.4270,-0.0000,2.0000,-0.0130,0.4157,-0.0000,3.0254,-0.4401,-0.0000,3.0000,-0.0130,0.4279
63.667,3,attack,-0.0000,0.0601,-0.4447,-0.0000,0.0000,-0.0130,0.4359,-0.0000,2.0544,-0.4292,-0.0000,2.0000,-0.0130,0.4198,-0.0000,3.0636,-0.4119,-0.0000,3.0000,-0.0130,0.4039
63.767,3,attack,-0.0000,0.0884,-0.4212,-0.0000,0.0000,-0.0130,0.4176,-0.0000,2.0772,-0.4300,-0.0000,2.0000,-0.0130,0.4241,-0.0000,3.0874,-0.4233,-0.0000,3.0000,-0.0130,0.4195
63.863,3,attack,-0.0000,0.0712,-0.4130,-0.0000,0.0000,-0.0130,0.4063,-0.0000,2.0474,-0.4125,-0.0000,2.0000,-0.0130,0.4023,-0.0000,3.0624,-0.4033,-0.0000,3.0000,-0.0130,0.3953
63.963,3,attack,-0.0000,0.0687,-0.4272,-0.0000,0.0000,-0.0130,0.4199,-0.0000,2.0049,-0.4208,-0.0000,2.0000,-0.0130,0.4078,-0.0000,3.0453,-0.4214,-0.0000,3.0000,-0.0130,0.4109
64.066,3,attack,-0.0000,0.0054,-0.4474,-0.0000,0.0000,-0.0130,0.4345,-0.0000,2.0229,-0.4078,-0.0000,2.0000,-0.0130,0.3954,-0.0000,3.0380,-0.4054,-0.0000,3.0000,-0.0130,0.3943
64.163,3,attack,-0.0000,-0.0021,-0.4003,-0.0000,0.0000,-0.0130,0.3873,-0.0000,2.0045,-0.4079,-0.0000,2.0000,-0.0130,0.3949,-0.0000,3.0049,-0.4176,-0.0000,3.0000,-0.0130,0.4046
64.263,3,attack,-0.0000,0.0405,-0.4028,-0.0000,0.0000,-0.0130,0.3919,-0.0000,2.0602,-0.4099,-0.0000,2.0000,-0.0130,0.4015,-0.0000,3.0296,-0.4052,-0.0000,3.0000,-0.0130,0.3933
64.363,3,attack,-0.0000,0.0303,-0.4031,-0.0000,0.0000,-0.0130,0.3913,-0.0000,2.0173,-0.4022,-0.0000,2.0000,-0.0130,0.3896,-0.0000,3.0358,-0.4055,-0.0000,3.0000,-0.0130,0.3941
64.463,3,attack,-0.0000,-0.0134,-0.4061,-0.0000,0.0000,-0.0130,0.3933,-0.0000,2.0165,-0.4155,-0.0000,2.0000,-0.0130,0.4028,-0.0000,3.0052,-0.3986,-0.0000,3.0000,-0.0130,0.3856
64.576,3,attack,-0.0000,-0.0038,-0.4157,-0.0000,0.0000,-0.0130,0.4027,-0.0000,1.9772,-0.4143,-0.0000,2.0000,-0.0130,0.4019,-0.0000,3.0016,-0.4113,-0.0000,3.0000,-0.0130,0.3983
64.664,3,attack,-0.0000,-0.0389,-0.4275,-0.0000,0.0000,-0.0130,0.4163,-0.0000,1.9741,-0.4279,-0.0000,2.0000,-0.0130,0.4157,-0.0000,2.8862,-0.4162,-0.0000,3.0000,-0.0130,0.4189
64.764,3,attack,-0.0000,-0.1063,-0.4374,-0.0000,0.0000,-0.0130,0.4375,-0.0000,1.9206,-0.4400,-0.0000,2.0000,-0.0130,0.4343,-0.0000,2.9285,-0.4387,-0.0000,3.0000,-0.0130,0.4317
64.863,3,attack,-0.0000,-0.0408,-0.4458,-0.0000,0.0000,-0.0130,0.4347,-0.0000,1.9471,-0.4432,-0.0000,2.0000,-0.0130,0.4335,-0.0000,2.9793,-0.4487,-0.0000,3.0000,-0.0130,0.4362
64.967,3,attack,-0.0000,-0.0436,-0.4787,-0.0000,0.0000,-0.0130,0.4678,-0.0000,1.9470,-0.4489,-0.0000,2.0000,-0.0130,0.4391,-0.0000,2.9673,-0.4465,-0.0000,3.0000,-0.0130,0.4348
65.064,3,attack,-0.0000,-0.0300,-0.4604,-0.0000,0.0000,-0.0130,0.4484,-0.0000,1.9744,-0.4448,-0.0000,2.0000,-0.0130,0.4326,-0.0000,2.9434,-0.4452,-0.0000,3.0000,-0.0130,0.4359
65.162,3,attack,-0.0000,-0.0788,-0.4546,-0.0000,0.0000,-0.0130,0.4485,-0.0000,1.9557,-0.4376,-0.0000,2.0000,-0.0130,0.4269,-0.0000,2.9371,-0.4352,-0.0000,3.0000,-0.0130,0.4268
65.263,3,attack,-0.0000,-0.0254,-0.4517,-0.0000,0.0000,-0.0130,0.4395,-0.0000,1.9826,-0.4442,-0.0000,2.0000,-0.0130,0.4316,-0.0000,2.9518,-0.4646,-0.0000,3.0000,-0.0130,0.4542
65.362,3,attack,-0.0000,-0.0323,-0.4405,-0.0000,0.0000,-0.0130,0.4287,-0.0000,1.9444,-0.4389,-0.0000,2.0000,-0.0130,0.4295,-0.0000,2.9511,-0.4339,-0.0000,3.0000,-0.0130,0.4237
