t_s,num_ghosts,phase,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m,px4_4_est_x,px4_4_est_y,px4_4_est_z,px4_4_gt_x,px4_4_gt_y,px4_4_gt_z,px4_4_error_m
32.964,3,attack,-0.0000,-0.0021,-0.4045,-0.0000,0.0000,-0.0130,0.3915,-0.0000,1.9539,-0.4094,-0.0000,2.0000,-0.0130,0.3991,-0.0000,3.0012,-0.4002,-0.0000,3.0000,-0.0130,0.3872
33.072,3,attack,-0.0000,-0.0427,-0.4125,-0.0000,0.0000,-0.0130,0.4017,-0.0000,1.9640,-0.4080,-0.0000,2.0000,-0.0130,0.3966,-0.0000,2.9682,-0.4221,-0.0000,3.0000,-0.0130,0.4103
33.163,3,attack,-0.0000,-0.0003,-0.4028,-0.0000,0.0000,-0.0130,0.3898,-0.0000,1.8961,-0.3939,-0.0000,2.0000,-0.0130,0.3948,-0.0000,2.9738,-0.3917,-0.0000,3.0000,-0.0130,0.3796
33.265,3,attack,-0.0000,-0.1075,-0.3995,-0.0000,0.0000,-0.0130,0.4012,-0.0000,1.9042,-0.3930,-0.0000,2.0000,-0.0130,0.3919,-0.0000,2.8904,-0.4053,-0.0000,3.0000,-0.0130,0.4073
33.363,3,attack,-0.0000,-0.0883,-0.4023,-0.0000,0.0000,-0.0130,0.3992,-0.0000,1.8745,-0.4046,-0.0000,2.0000,-0.0130,0.4112,-0.0000,2.8860,-0.3999,-0.0000,3.0000,-0.0130,0.4033
33.464,3,attack,-0.0000,-0.0970,-0.4088,-0.0000,0.0000,-0.0130,0.4075,-0.0000,1.8935,-0.4178,-0.0000,2.0000,-0.0130,0.4186,-0.0000,2.8450,-0.4127,-0.0000,3.0000,-0.0130,0.4287
33.563,3,attack,-0.0000,-0.1199,-0.4185,-0.0000,0.0000,-0.0130,0.4228,-0.0000,1.8304,-0.4037,-0.0000,2.0000,-0.0130,0.4259,-0.0000,2.8655,-0.4163,-0.0000,3.0000,-0.0130,0.4251
33.663,3,attack,-0.0000,-0.1735,-0.4023,-0.0000,0.0000,-0.0130,0.4262,-0.0000,1.8437,-0.3995,-0.0000,2.0000,-0.0130,0.4169,-0.0000,2.9124,-0.3907,-0.0000,3.0000,-0.0130,0.3877
33.763,3,attack,-0.0000,-0.1523,-0.4038,-0.0000,0.0000,-0.0130,0.4194,-0.0000,1.9170,-0.4092,-0.0000,2.0000,-0.0130,0.4048,-0.0000,2.8817,-0.4000,-0.0000,3.0000,-0.0130,0.4046
33.863,3,attack,-0.0000,-0.0973,-0.4177,-0.0000,0.0000,-0.0130,0.4162,-0.0000,1.8827,-0.4202,-0.0000,2.0000,-0.0130,0.4238,-0.0000,2.8946,-0.4280,-0.0000,3.0000,-0.0130,0.4282
33.962,3,attack,-0.0000,-0.0937,-0.4519,-0.0000,0.0000,-0.0130,0.4488,-0.0000,1.8915,-0.4354,-0.0000,2.0000,-0.0130,0.4361,-0.0000,2.9157,-0.4285,-0.0000,3.0000,-0.0130,0.4240
34.066,3,attack,-0.0000,-0.1283,-0.4280,-0.0000,0.0000,-0.0130,0.4344,-0.0000,1.9340,-0.4154,-0.0000,2.0000,-0.0130,0.4078,-0.0000,2.8748,-0.4206,-0.0000,3.0000,-0.0130,0.4264
34.165,3,attack,-0.0000,-0.0582,-0.4156,-0.0000,0.0000,-0.0130,0.4068,-0.0000,1.9018,-0.4033,-0.0000,2.0000,-0.0130,0.4025,-0.0000,2.9734,-0.4129,-0.0000,3.0000,-0.0130,0.4008
34.263,3,attack,-0.0000,-0.0777,-0.3881,-0.0000,0.0000,-0.0130,0.3830,-0.0000,1.9174,-0.3877,-0.0000,2.0000,-0.0130,0.3837,-0.0000,2.9749,-0.3829,-0.0000,3.0000,-0.0130,0.3708
34.366,3,attack,-0.0000,-0.1213,-0.3937,-0.0000,0.0000,-0.0130,0.3996,-0.0000,1.8994,-0.3942,-0.0000,2.0000,-0.0130,0.3942,-0.0000,2.9452,-0.3710,-0.0000,3.0000,-0.0130,0.3622
34.463,3,attack,-0.0000,-0.0520,-0.4057,-0.0000,0.0000,-0.0130,0.3962,-0.0000,1.9382,-0.4021,-0.0000,2.0000,-0.0130,0.3939,-0.0000,2.9382,-0.3965,-0.0000,3.0000,-0.0130,0.3885
34.578,3,attack,-0.0000,-0.0786,-0.3852,-0.0000,0.0000,-0.0130,0.3804,-0.0000,1.8912,-0.4070,-0.0000,2.0000,-0.0130,0.4087,-0.0000,2.9073,-0.4016,-0.0000,3.0000,-0.0130,0.3995
34.663,3,attack,-0.0000,-0.1044,-0.4224,-0.0000,0.0000,-0.0130,0.4225,-0.0000,1.8863,-0.4263,-0.0000,2.0000,-0.0130,0.4287,-0.0000,2.8946,-0.4222,-0.0000,3.0000,-0.0130,0.4225
34.766,3,attack,-0.0000,-0.0921,-0.4057,-0.0000,0.0000,-0.0130,0.4034,-0.0000,1.9293,-0.4236,-0.0000,2.0000,-0.0130,0.4167,-0.0000,2.9598,-0.4287,-0.0000,3.0000,-0.0130,0.4177
34.863,3,attack,-0.0000,-0.0975,-0.4058,-0.0000,0.0000,-0.0130,0.4048,-0.0000,1.8822,-0.4256,-0.0000,2.0000,-0.0130,0.4291,-0.0000,2.9682,-0.4132,-0.0000,3.0000,-0.0130,0.4015
34.968,3,attack,-0.0000,-0.1462,-0.4121,-0.0000,0.0000,-0.0130,0.4250,-0.0000,1.8879,-0.4117,-0.0000,2.0000,-0.0130,0.4141,-0.0000,2.8838,-0.3931,-0.0000,3.0000,-0.0130,0.3975
35.074,3,attack,-0.0000,-0.1468,-0.4066,-0.0000,0.0000,-0.0130,0.4201,-0.0000,1.8088,-0.4060,-0.0000,2.0000,-0.0130,0.4370,-0.0000,2.8600,-0.3946,-0.0000,3.0000,-0.0130,0.4065
35.163,3,attack,-0.0000,-0.1758,-0.3997,-0.0000,0.0000,-0.0130,0.4248,-0.0000,1.8471,-0.4076,-0.0000,2.0000,-0.0130,0.4232,-0.0000,2.8192,-0.4124,-0.0000,3.0000,-0.0130,0.4384
35.262,3,attack,-0.0000,-0.1240,-0.4236,-0.0000,0.0000,-0.0130,0.4290,-0.0000,1.8527,-0.4225,-0.0000,2.0000,-0.0130,0.4352,-0.0000,2.8362,-0.4169,-0.0000,3.0000,-0.0130,0.4359
35.363,3,attack,-0.0000,-0.1184,-0.4118,-0.0000,0.0000,-0.0130,0.4160,-0.0000,1.8703,-0.4208,-0.0000,2.0000,-0.0130,0.4279,-0.0000,2.8170,-0.4163,-0.0000,3.0000,-0.0130,0.4429
35.468,3,attack,-0.0000,-0.1243,-0.4179,-0.0000,0.0000,-0.0130,0.4235,-0.0000,1.8886,-0.4083,-0.0000,2.0000,-0.0130,0.4107,-0.0000,2.8639,-0.4297,-0.0000,3.0000,-0.0130,0.4384
35.571,3,attack,-0.0000,-0.1824,-0.4105,-0.0000,0.0000,-0.0130,0.4373,-0.0000,1.8058,-0.4024,-0.0000,2.0000,-0.0130,0.4351,-0.0000,2.7970,-0.4116,-0.0000,3.0000,-0.0130,0.4473
35.664,3,attack,-0.0000,-0.1737,-0.4107,-0.0000,0.0000,-0.0130,0.4340,-0.0000,1.8671,-0.4182,-0.0000,2.0000,-0.0130,0.4264,-0.0000,2.8557,-0.4080,-0.0000,3.0000,-0.0130,0.4206
35.766,3,attack,-0.0000,-0.1557,-0.4032,-0.0000,0.0000,-0.0130,0.4201,-0.0000,1.8476,-0.4090,-0.0000,2.0000,-0.0130,0.4243,-0.0000,2.8511,-0.4152,-0.0000,3.0000,-0.0130,0.4289
35.863,3,attack,-0.0000,-0.1799,-0.4124,-0.0000,0.0000,-0.0130,0.4381,-0.0000,1.8397,-0.4105,-0.0000,2.0000,-0.0130,0.4286,-0.0000,2.8480,-0.4026,-0.0000,3.0000,-0.0130,0.4182
35.964,3,attack,-0.0000,-0.2051,-0.4097,-0.0000,0.0000,-0.0130,0.4466,-0.0000,1.8423,-0.4320,-0.0000,2.0000,-0.0130,0.4477,-0.0000,2.8430,-0.4182,-0.0000,3.0000,-0.0130,0.4346
36.067,3,attack,-0.0000,-0.1458,-0.4468,-0.0000,0.0000,-0.0130,0.4576,-0.0000,1.8193,-0.4477,-0.0000,2.0000,-0.0130,0.4708,-0.0000,2.8087,-0.4520,-0.0000,3.0000,-0.0130,0.4789
36.171,3,attack,-0.0000,-0.1726,-0.4526,-0.0000,0.0000,-0.0130,0.4723,-0.0000,1.8989,-0.4448,-0.0000,2.0000,-0.0130,0.4435,-0.0000,2.9082,-0.4466,-0.0000,3.0000,-0.0130,0.4432
36.266,3,attack,-0.0000,-0.1764,-0.4531,-0.0000,0.0000,-0.0130,0.4741,-0.0000,1.8593,-0.4502,-0.0000,2.0000,-0.0130,0.4593,-0.0000,2.8495,-0.4553,-0.0000,3.0000,-0.0130,0.4672
36.363,3,attack,-0.0000,-0.1448,-0.4505,-0.0000,0.0000,-0.0130,0.4609,-0.0000,1.8336,-0.4518,-0.0000,2.0000,-0.0130,0.4693,-0.0000,2.8607,-0.4540,-0.0000,3.0000,-0.0130,0.4625
36.464,3,attack,-0.0000,-0.1860,-0.4562,-0.0000,0.0000,-0.0130,0.4807,-0.0000,1.7930,-0.4655,-0.0000,2.0000,-0.0130,0.4976,-0.0000,2.8269,-0.4617,-0.0000,3.0000,-0.0130,0.4809
36.574,3,attack,-0.0000,-0.2408,-0.4590,-0.0000,0.0000,-0.0130,0.5069,-0.0000,1.8313,-0.4440,-0.0000,2.0000,-0.0130,0.4628,-0.0000,2.8134,-0.4551,-0.0000,3.0000,-0.0130,0.4798
36.673,3,attack,-0.0000,-0.1479,-0.4547,-0.0000,0.0000,-0.0130,0.4658,-0.0000,1.7946,-0.4666,-0.0000,2.0000,-0.0130,0.4979,-0.0000,2.8276,-0.4567,-0.0000,3.0000,-0.0130,0.4760
36.763,3,attack,-0.0000,-0.1600,-0.4554,-0.0000,0.0000,-0.0130,0.4705,-0.0000,1.8227,-0.4484,-0.0000,2.0000,-0.0130,0.4701,-0.0000,2.7917,-0.4407,-0.0000,3.0000,-0.0130,0.4757
36.873,3,attack,-0.0000,-0.2256,-0.4472,-0.0000,0.0000,-0.0130,0.4893,-0.0000,1.7410,-0.4453,-0.0000,2.0000,-0.0130,0.5039,-0.0000,2.7798,-0.4502,-0.0000,3.0000,-0.0130,0.4896
36.963,3,attack,-0.0000,-0.2038,-0.4180,-0.0000,0.0000,-0.0130,0.4534,-0.0000,1.7871,-0.4175,-0.0000,2.0000,-0.0130,0.4571,-0.0000,2.8171,-0.4215,-0.0000,3.0000,-0.0130,0.4476
37.065,3,attack,-0.0000,-0.1755,-0.4197,-0.0000,0.0000,-0.0130,0.4430,-0.0000,1.8463,-0.4215,-0.0000,2.0000,-0.0130,0.4364,-0.0000,2.8097,-0.4081,-0.0000,3.0000,-0.0130,0.4385
37.164,3,attack,-0.0000,-0.1703,-0.4085,-0.0000,0.0000,-0.0130,0.4306,-0.0000,1.7931,-0.4109,-0.0000,2.0000,-0.0130,0.4485,-0.0000,2.7961,-0.4140,-0.0000,3.0000,-0.0130,0.4499
37.263,3,attack,-0.0000,-0.1850,-0.4558,-0.0000,0.0000,-0.0130,0.4799,-0.0000,1.8491,-0.4477,-0.0000,2.0000,-0.0130,0.4602,-0.0000,2.7980,-0.4445,-0.0000,3.0000,-0.0130,0.4764
37.363,3,attack,-0.0000,-0.2069,-0.4550,-0.0000,0.0000,-0.0130,0.4880,-0.0000,1.8208,-0.4578,-0.0000,2.0000,-0.0130,0.4795,-0.0000,2.7872,-0.4638,-0.0000,3.0000,-0.0130,0.4985
37.463,3,attack,-0.0000,-0.2014,-0.4566,-0.0000,0.0000,-0.0130,0.4872,-0.0000,1.7901,-0.4565,-0.0000,2.0000,-0.0130,0.4907,-0.0000,2.7692,-0.4497,-0.0000,3.0000,-0.0130,0.4940
37.574,3,attack,-0.0000,-0.2017,-0.4535,-0.0000,0.0000,-0.0130,0.4844,-0.0000,1.7905,-0.4602,-0.0000,2.0000,-0.0130,0.4939,-0.0000,2.7697,-0.4691,-0.0000,3.0000,-0.0130,0.5110
37.664,3,attack,-0.0000,-0.2444,-0.4837,-0.0000,0.0000,-0.0130,0.5303,-0.0000,1.7756,-0.4821,-0.0000,2.0000,-0.0130,0.5200,-0.0000,2.7510,-0.4788,-0.0000,3.0000,-0.0130,0.5282
37.763,3,attack,-0.0000,-0.1879,-0.4692,-0.0000,0.0000,-0.0130,0.4934,-0.0000,1.7862,-0.4796,-0.0000,2.0000,-0.0130,0.5133,-0.0000,2.7841,-0.4699,-0.0000,3.0000,-0.0130,0.5053
37.864,3,attack,-0.0000,-0.2494,-0.4919,-0.0000,0.0000,-0.0130,0.5399,-0.0000,1.7553,-0.4870,-0.0000,2.0000,-0.0130,0.5334,-0.0000,2.7234,-0.4777,-0.0000,3.0000,-0.0130,0.5408
37.964,3,attack,-0.0000,-0.2912,-0.4799,-0.0000,0.0000,-0.0130,0.5502,-0.0000,1.7346,-0.4731,-0.0000,2.0000,-0.0130,0.5311,-0.0000,2.7589,-0.4739,-0.0000,3.0000,-0.0130,0.5202
38.066,3,attack,-0.0000,-0.2411,-0.4841,-0.0000,0.0000,-0.0130,0.5292,-0.0000,1.7645,-0.4686,-0.0000,2.0000,-0.0130,0.5129,-0.0000,2.7347,-0.4842,-0.0000,3.0000,-0.0130,0.5408
38.172,3,attack,-0.0000,-0.2682,-0.4762,-0.0000,0.0000,-0.0130,0.5353,-0.0000,1.7162,-0.4635,-0.0000,2.0000,-0.0130,0.5325,-0.0000,2.7090,-0.4760,-0.0000,3.0000,-0.0130,0.5468
38.263,3,attack,-0.0000,-0.2680,-0.4849,-0.0000,0.0000,-0.0130,0.5427,-0.0000,1.7288,-0.4798,-0.0000,2.0000,-0.0130,0.5399,-0.0000,2.6870,-0.4917,-0.0000,3.0000,-0.0130,0.5720
38.370,3,attack,-0.0000,-0.2768,-0.4784,-0.0000,0.0000,-0.0130,0.5415,-0.0000,1.7122,-0.4815,-0.0000,2.0000,-0.0130,0.5498,-0.0000,2.6896,-0.4890,-0.0000,3.0000,-0.0130,0.5683
38.463,3,attack,-0.0000,-0.2681,-0.4653,-0.0000,0.0000,-0.0130,0.5258,-0.0000,1.7245,-0.4839,-0.0000,2.0000,-0.0130,0.5456,-0.0000,2.7326,-0.4587,-0.0000,3.0000,-0.0130,0.5198
38.564,3,attack,-0.0000,-0.2678,-0.4592,-0.0000,0.0000,-0.0130,0.5204,-0.0000,1.6941,-0.4560,-0.0000,2.0000,-0.0130,0.5383,-0.0000,2.7736,-0.4636,-0.0000,3.0000,-0.0130,0.5043
38.663,3,attack,-0.0000,-0.2519,-0.4740,-0.0000,0.0000,-0.0130,0.5253,-0.0000,1.7719,-0.4677,-0.0000,2.0000,-0.0130,0.5087,-0.0000,2.7708,-0.4742,-0.0000,3.0000,-0.0130,0.5150
38.763,3,attack,-0.0000,-0.2042,-0.4671,-0.0000,0.0000,-0.0130,0.4979,-0.0000,1.7661,-0.4689,-0.0000,2.0000,-0.0130,0.5124,-0.0000,2.7930,-0.4599,-0.0000,3.0000,-0.0130,0.4925
38.865,3,attack,-0.0000,-0.2152,-0.4729,-0.0000,0.0000,-0.0130,0.5078,-0.0000,1.8196,-0.4844,-0.0000,2.0000,-0.0130,0.5048,-0.0000,2.8168,-0.4811,-0.0000,3.0000,-0.0130,0.5026
38.964,3,attack,-0.0000,-0.1603,-0.4719,-0.0000,0.0000,-0.0130,0.4861,-0.0000,1.8807,-0.4949,-0.0000,2.0000,-0.0130,0.4965,-0.0000,2.8791,-0.4852,-0.0000,3.0000,-0.0130,0.4875
39.067,3,attack,-0.0000,-0.0981,-0.4959,-0.0000,0.0000,-0.0130,0.4928,-0.0000,1.8884,-0.4847,-0.0000,2.0000,-0.0130,0.4847,-0.0000,2.8794,-0.4967,-0.0000,3.0000,-0.0130,0.4986
39.166,3,attack,-0.0000,-0.1493,-0.4856,-0.0000,0.0000,-0.0130,0.4956,-0.0000,1.8947,-0.4729,-0.0000,2.0000,-0.0130,0.4718,-0.0000,2.8328,-0.4794,-0.0000,3.0000,-0.0130,0.4955
39.263,3,attack,-0.0000,-0.0847,-0.4909,-0.0000,0.0000,-0.0130,0.4854,-0.0000,1.8656,-0.4795,-0.0000,2.0000,-0.0130,0.4855,-0.0000,2.8947,-0.4740,-0.0000,3.0000,-0.0130,0.4728
39.363,3,attack,-0.0000,-0.1510,-0.4789,-0.0000,0.0000,-0.0130,0.4897,-0.0000,1.8270,-0.4793,-0.0000,2.0000,-0.0130,0.4974,-0.0000,2.8176,-0.4925,-0.0000,3.0000,-0.0130,0.5130
39.463,3,attack,-0.0000,-0.1286,-0.4903,-0.0000,0.0000,-0.0130,0.4943,-0.0000,1.8586,-0.4747,-0.0000,2.0000,-0.0130,0.4829,-0.0000,2.7919,-0.4669,-0.0000,3.0000,-0.0130,0.4993
39.568,3,attack,-0.0000,-0.2016,-0.4805,-0.0000,0.0000,-0.0130,0.5091,-0.0000,1.7995,-0.4672,-0.0000,2.0000,-0.0130,0.4965,-0.0000,2.8012,-0.4641,-0.0000,3.0000,-0.0130,0.4930
39.663,3,attack,-0.0000,-0.1960,-0.4810,-0.0000,0.0000,-0.0130,0.5074,-0.0000,1.7804,-0.4653,-0.0000,2.0000,-0.0130,0.5028,-0.0000,2.7963,-0.4796,-0.0000,3.0000,-0.0130,0.5092
39.763,3,attack,-0.0000,-0.2155,-0.4548,-0.0000,0.0000,-0.0130,0.4916,-0.0000,1.8058,-0.4509,-0.0000,2.0000,-0.0130,0.4790,-0.0000,2.7819,-0.4564,-0.0000,3.0000,-0.0130,0.4941
39.863,3,attack,-0.0000,-0.2402,-0.4612,-0.0000,0.0000,-0.0130,0.5085,-0.0000,1.7728,-0.4604,-0.0000,2.0000,-0.0130,0.5017,-0.0000,2.8105,-0.4506,-0.0000,3.0000,-0.0130,0.4769
39.966,3,attack,-0.0000,-0.2541,-0.4545,-0.0000,0.0000,-0.0130,0.5094,-0.0000,1.8384,-0.4543,-0.0000,2.0000,-0.0130,0.4699,-0.0000,2.8202,-0.4545,-0.0000,3.0000,-0.0130,0.4768
40.078,3,attack,-0.0000,-0.1977,-0.4366,-0.0000,0.0000,-0.0130,0.4675,-0.0000,1.7940,-0.4472,-0.0000,2.0000,-0.0130,0.4806,-0.0000,2.8099,-0.4464,-0.0000,3.0000,-0.0130,0.4733
40.170,3,attack,-0.0000,-0.1967,-0.4622,-0.0000,0.0000,-0.0130,0.4904,-0.0000,1.8559,-0.4428,-0.0000,2.0000,-0.0130,0.4534,-0.0000,2.8277,-0.4530,-0.0000,3.0000,-0.0130,0.4725
40.263,3,attack,-0.0000,-0.1619,-0.4344,-0.0000,0.0000,-0.0130,0.4514,-0.0000,1.8452,-0.4347,-0.0000,2.0000,-0.0130,0.4492,-0.0000,2.8194,-0.4382,-0.0000,3.0000,-0.0130,0.4620
40.363,3,attack,-0.0000,-0.1357,-0.4289,-0.0000,0.0000,-0.0130,0.4375,-0.0000,1.9259,-0.4313,-0.0000,2.0000,-0.0130,0.4248,-0.0000,2.9227,-0.4336,-0.0000,3.0000,-0.0130,0.4276
40.466,3,attack,-0.0000,-0.0639,-0.4238,-0.0000,0.0000,-0.0130,0.4157,-0.0000,1.9487,-0.4301,-0.0000,2.0000,-0.0130,0.4203,-0.0000,2.9201,-0.4371,-0.0000,3.0000,-0.0130,0.4315
40.569,3,attack,-0.0000,-0.0468,-0.4412,-0.0000,0.0000,-0.0130,0.4307,-0.0000,1.9330,-0.4309,-0.0000,2.0000,-0.0130,0.4233,-0.0000,2.9642,-0.4300,-0.0000,3.0000,-0.0130,0.4185
40.663,3,attack,-0.0000,-0.0608,-0.4235,-0.0000,0.0000,-0.0130,0.4149,-0.0000,1.9695,-0.4371,-0.0000,2.0000,-0.0130,0.4252,-0.0000,2.9303,-0.4204,-0.0000,3.0000,-0.0130,0.4133
40.763,3,attack,-0.0000,-0.0370,-0.4425,-0.0000,0.0000,-0.0130,0.4311,-0.0000,1.8875,-0.4245,-0.0000,2.0000,-0.0130,0.4266,-0.0000,2.8744,-0.4189,-0.0000,3.0000,-0.0130,0.4248
40.863,3,attack,-0.0000,-0.1209,-0.4235,-0.0000,0.0000,-0.0130,0.4280,-0.0000,1.9150,-0.4209,-0.0000,2.0000,-0.0130,0.4167,-0.0000,2.9141,-0.4138,-0.0000,3.0000,-0.0130,0.4099
40.965,3,attack,-0.0000,-0.0966,-0.4183,-0.0000,0.0000,-0.0130,0.4167,-0.0000,1.8898,-0.4135,-0.0000,2.0000,-0.0130,0.4154,-0.0000,2.8928,-0.4176,-0.0000,3.0000,-0.0130,0.4185
41.065,3,attack,-0.0000,-0.0851,-0.4023,-0.0000,0.0000,-0.0130,0.3985,-0.0000,1.9281,-0.4094,-0.0000,2.0000,-0.0130,0.4029,-0.0000,2.9430,-0.4014,-0.0000,3.0000,-0.0130,0.3925
41.163,3,attack,-0.0000,-0.0386,-0.4180,-0.0000,0.0000,-0.0130,0.4069,-0.0000,1.9360,-0.4087,-0.0000,2.0000,-0.0130,0.4008,-0.0000,2.9573,-0.4022,-0.0000,3.0000,-0.0130,0.3916
41.263,3,attack,-0.0000,-0.0411,-0.4240,-0.0000,0.0000,-0.0130,0.4131,-0.0000,1.9295,-0.4136,-0.0000,2.0000,-0.0130,0.4068,-0.0000,2.9565,-0.4237,-0.0000,3.0000,-0.0130,0.4130
41.363,3,attack,-0.0000,-0.0817,-0.4118,-0.0000,0.0000,-0.0130,0.4071,-0.0000,1.8963,-0.4216,-0.0000,2.0000,-0.0130,0.4216,-0.0000,2.9326,-0.4154,-0.0000,3.0000,-0.0130,0.4080
41.466,3,attack,-0.0000,-0.0934,-0.4324,-0.0000,0.0000,-0.0130,0.4297,-0.0000,1.8781,-0.4208,-0.0000,2.0000,-0.0130,0.4256,-0.0000,2.9531,-0.4138,-0.0000,3.0000,-0.0130,0.4035
41.563,3,attack,-0.0000,-0.0989,-0.4218,-0.0000,0.0000,-0.0130,0.4206,-0.0000,1.9110,-0.4097,-0.0000,2.0000,-0.0130,0.4066,-0.0000,2.8866,-0.4145,-0.0000,3.0000,-0.0130,0.4172
41.667,3,attack,-0.0000,-0.0785,-0.4238,-0.0000,0.0000,-0.0130,0.4182,-0.0000,1.9272,-0.4345,-0.0000,2.0000,-0.0130,0.4277,-0.0000,2.8942,-0.4377,-0.0000,3.0000,-0.0130,0.4377
41.765,3,attack,-0.0000,-0.0952,-0.4521,-0.0000,0.0000,-0.0130,0.4493,-0.0000,1.9247,-0.4561,-0.0000,2.0000,-0.0130,0.4495,-0.0000,2.9225,-0.4591,-0.0000,3.0000,-0.0130,0.4528
41.863,3,attack,-0.0000,-0.0549,-0.4487,-0.0000,0.0000,-0.0130,0.4392,-0.0000,1.9350,-0.4625,-0.0000,2.0000,-0.0130,0.4542,-0.0000,2.9531,-0.4555,-0.0000,3.0000,-0.0130,0.4450
41.968,3,attack,-0.0000,-0.0657,-0.4572,-0.0000,0.0000,-0.0130,0.4490,-0.0000,1.9866,-0.4518,-0.0000,2.0000,-0.0130,0.4390,-0.0000,2.9532,-0.4580,-0.0000,3.0000,-0.0130,0.4475
42.075,3,attack,-0.0000,-0.0276,-0.4310,-0.0000,0.0000,-0.0130,0.4189,-0.0000,1.9910,-0.4277,-0.0000,2.0000,-0.0130,0.4148,-0.0000,2.9689,-0.4529,-0.0000,3.0000,-0.0130,0.4410
42.171,3,attack,-0.0000,0.0258,-0.4477,-0.0000,0.0000,-0.0130,0.4354,-0.0000,1.9820,-0.4396,-0.0000,2.0000,-0.0130,0.4269,-0.0000,2.9843,-0.4419,-0.0000,3.0000,-0.0130,0.4292
42.263,3,attack,-0.0000,0.0110,-0.4426,-0.0000,0.0000,-0.0130,0.4297,-0.0000,1.9516,-0.4295,-0.0000,2.0000,-0.0130,0.4193,-0.0000,2.9793,-0.4400,-0.0000,3.0000,-0.0130,0.4275
42.365,3,attack,-0.0000,-0.0658,-0.4236,-0.0000,0.0000,-0.0130,0.4158,-0.0000,1.9722,-0.4210,-0.0000,2.0000,-0.0130,0.4090,-0.0000,2.9969,-0.4330,-0.0000,3.0000,-0.0130,0.4200
42.462,3,attack,-0.0000,-0.0399,-0.4065,-0.0000,0.0000,-0.0130,0.3955,-0.0000,1.9956,-0.4075,-0.0000,2.0000,-0.0130,0.3945,-0.0000,2.9650,-0.4137,-0.0000,3.0000,-0.0130,0.4022
42.564,3,attack,-0.0000,-0.0491,-0.4120,-0.0000,0.0000,-0.0130,0.4020,-0.0000,1.9066,-0.4216,-0.0000,2.0000,-0.0130,0.4191,-0.0000,2.9230,-0.4303,-0.0000,3.0000,-0.0130,0.4243
42.668,3,attack,-0.0000,-0.0448,-0.4359,-0.0000,0.0000,-0.0130,0.4253,-0.0000,1.9255,-0.4367,-0.0000,2.0000,-0.0130,0.4302,-0.0000,2.9202,-0.4258,-0.0000,3.0000,-0.0130,0.4205
42.765,3,attack,-0.0000,-0.0199,-0.4414,-0.0000,0.0000,-0.0130,0.4288,-0.0000,1.9579,-0.4561,-0.0000,2.0000,-0.0130,0.4451,-0.0000,2.9202,-0.4258,-0.0000,3.0000,-0.0130,0.4205
42.863,3,attack,-0.0000,-0.0358,-0.4685,-0.0000,0.0000,-0.0130,0.4569,-0.0000,2.0018,-0.4547,-0.0000,2.0000,-0.0130,0.4417,-0.0000,2.9627,-0.4481,-0.0000,3.0000,-0.0130,0.4367
42.964,3,attack,-0.0000,-0.0024,-0.4293,-0.0000,0.0000,-0.0130,0.4163,-0.0000,1.9594,-0.4449,-0.0000,2.0000,-0.0130,0.4338,-0.0000,3.0145,-0.4468,-0.0000,3.0000,-0.0130,0.4341
43.068,3,attack,-0.0000,-0.0094,-0.4364,-0.0000,0.0000,-0.0130,0.4235,-0.0000,2.0340,-0.4501,-0.0000,2.0000,-0.0130,0.4384,-0.0000,2.9987,-0.4401,-0.0000,3.0000,-0.0130,0.4271
43.167,3,attack,-0.0000,-0.0076,-0.4435,-0.0000,0.0000,-0.0130,0.4305,-0.0000,2.0131,-0.4541,-0.0000,2.0000,-0.0130,0.4413,-0.0000,2.9871,-0.4353,-0.0000,3.0000,-0.0130,0.4225
43.265,3,attack,-0.0000,-0.0067,-0.4547,-0.0000,0.0000,-0.0130,0.4417,-0.0000,1.9770,-0.4517,-0.0000,2.0000,-0.0130,0.4393,-0.0000,2.9958,-0.4664,-0.0000,3.0000,-0.0130,0.4535
43.364,3,attack,-0.0000,0.0395,-0.4586,-0.0000,0.0000,-0.0130,0.4473,-0.0000,1.9569,-0.4612,-0.0000,2.0000,-0.0130,0.4503,-0.0000,2.9968,-0.4485,-0.0000,3.0000,-0.0130,0.4355
43.463,3,attack,-0.0000,-0.0783,-0.4630,-0.0000,0.0000,-0.0130,0.4568,-0.0000,1.9377,-0.4566,-0.0000,2.0000,-0.0130,0.4480,-0.0000,2.9561,-0.4630,-0.0000,3.0000,-0.0130,0.4521
43.575,3,attack,-0.0000,-0.0421,-0.4645,-0.0000,0.0000,-0.0130,0.4535,-0.0000,1.9569,-0.4619,-0.0000,2.0000,-0.0130,0.4510,-0.0000,2.9424,-0.4666,-0.0000,3.0000,-0.0130,0.4572
43.662,3,attack,-0.0000,-0.0200,-0.4561,-0.0000,0.0000,-0.0130,0.4435,-0.0000,1.9143,-0.4531,-0.0000,2.0000,-0.0130,0.4484,-0.0000,2.9657,-0.4625,-0.0000,3.0000,-0.0130,0.4508
